[    5050ms] [WARNING] Unrecognized feature: 'web-share'. @ https://www.google.com/xjs/_/js/k=xjs.s.en_GB.pP078obxabA.2019.O/am=AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAABABEAAABEAIAAAgAAAAAAAAAAAAAAAAAAABgACAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAgAAEAAiABAAAAAAAAAFAEAAAAAAACAAAAAAAAAAwAIAAACCAEAAAAQAEAAAAAAAAAAAAAAAAAAAAAAAACAQAAQAQCBAAAgD8z3wAAQAMAAAAAgAMAAAAAAAAAAAAAAAAAAAAAAAAAAAAJAAAAAAAAAAAACwAAAAQDAAAEQEAABAAAAAAAAAAAAAAAAAAAAAIAAAAAAAAAAAAAAAAAIAAAAAAAKAAAAAAAAgAAAAAAAAAAAAAAAAAAAAAAAAAABAAAAAAAAAAAAAAAAAAAAAAEAAAAKAAAAAAAgAMAAAAAAAAAQAAAAAAAAAAAAAAAAAAAAAAAAAQwAAAAAAAAAAAAAAUABPwAEAABAAAAAAAgAAAAAAAAAgQAAAAAAABAACAAgAEAAACQA-DxABwiKAAAAAAAAAAAAAAAAAAAAAAAAAAACIACmANJQAAEAAAAAAAAAAAAAAAAAAAAAAAAAAAAAEgRngIAAAAAANgaABA/d=0/dg=0/br=1/rs=ACT90oFqbH6RtaGtyZA5Ig8h4yfxUBgQGg/cb=loaded_h_0/m=sy3gn,P10Owf,sy3dr,gSZvdb,sy63h,sy25m,sy20p,sy20n,sy20o,sy3fb,sy3fa,VD4Qme,sy659,TmFfhf,sy2eh,Dq2Yjb,sy2ek,sy2ei,sy21f,NVlnE,sy2em,sy2e3,qmdEUe,sy2eo,sy2en,UqGwg,sy6qs,qcH9Lc,sy8kp,sy6qu,TQYZRb,sy8kn,pjDTFb,gCngrf,sy6qr,sy34c,sA1ssc,sy6ql,khkNpe?cb=121509378&xjs=s4:152
[   27655ms] [WARNING] The resource https://a3feb6937be18301.client.protect.clerk.com/ins_2PiQqkvRQeepwGvkV1YD8Aot5zR/loader.js was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://openrouter.ai/openai/gpt-5.6-sol#providers:0
[   29109ms] [ERROR] Failed to load resource: the server responded with a status of 429 () @ https://us5.datadoghq.com/api/v2/embed_query/timeseries:0
[   29412ms] [ERROR] Failed to load resource: the server responded with a status of 401 () @ https://us5.datadoghq.com/api/v2/global_orgs?user_handle=&page%5Blimit%5D=100:0
[   29418ms] [ERROR] Failed to load resource: the server responded with a status of 401 () @ https://us5.datadoghq.com/api/ui/search/suggestions/entities:0
[   29467ms] [ERROR] Failed to load resource: the server responded with a status of 401 () @ https://us5.datadoghq.com/api/ui/search/ranker/entities_fe_weights:0
[   29476ms] [ERROR] Failed to load resource: the server responded with a status of 401 () @ https://us5.datadoghq.com/api/ui/search/suggestions/entities:0
[   29695ms] [ERROR] Failed to load resource: the server responded with a status of 401 () @ https://us5.datadoghq.com/api/v2/global_orgs?user_handle=&page%5Blimit%5D=100:0
[   29749ms] [ERROR] Failed to load resource: the server responded with a status of 401 () @ https://us5.datadoghq.com/api/ui/search/ranker/entities_fe_weights:0
[   31775ms] [ERROR] Failed to load resource: the server responded with a status of 429 () @ https://us5.datadoghq.com/api/v2/embed_query/timeseries:0
[   36658ms] [ERROR] Failed to load resource: the server responded with a status of 429 () @ https://us5.datadoghq.com/api/v2/embed_query/timeseries:0
[   39660ms] [WARNING] The resource https://a3feb6937be18301.client.protect.clerk.com/ins_2PiQqkvRQeepwGvkV1YD8Aot5zR/loader.js was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://openrouter.ai/openai/gpt-5.6-sol#pricing:0
[   44638ms] [WARNING] The resource https://a3feb6937be18301.client.protect.clerk.com/ins_2PiQqkvRQeepwGvkV1YD8Aot5zR/loader.js was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://openrouter.ai/openai/gpt-5.6-sol#pricing:0
[   50824ms] [WARNING] The resource https://a3feb6937be18301.client.protect.clerk.com/ins_2PiQqkvRQeepwGvkV1YD8Aot5zR/loader.js was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://openrouter.ai/openai/gpt-5.6-sol#pricing:0
[   53927ms] [WARNING] The resource https://a3feb6937be18301.client.protect.clerk.com/ins_2PiQqkvRQeepwGvkV1YD8Aot5zR/loader.js was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://openrouter.ai/openai/gpt-5.6-sol#pricing:0
[   64131ms] [WARNING] The resource https://a3feb6937be18301.client.protect.clerk.com/ins_2PiQqkvRQeepwGvkV1YD8Aot5zR/loader.js was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://openrouter.ai/openai/gpt-5.6-sol#pricing:0
[   71918ms] [WARNING] The resource https://a3feb6937be18301.client.protect.clerk.com/ins_2PiQqkvRQeepwGvkV1YD8Aot5zR/loader.js was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://openrouter.ai/openai/gpt-5.6-sol#pricing:0
[   87830ms] [ERROR] Failed to load resource: the server responded with a status of 429 () @ https://us5.datadoghq.com/api/v2/embed_query/timeseries:0
[   91052ms] [ERROR] Failed to load resource: the server responded with a status of 429 () @ https://us5.datadoghq.com/api/v2/embed_query/timeseries:0
[   94054ms] [WARNING] The resource https://a3feb6937be18301.client.protect.clerk.com/ins_2PiQqkvRQeepwGvkV1YD8Aot5zR/loader.js was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://openrouter.ai/openai/gpt-5.6-sol#pricing:0
[   96264ms] [ERROR] Failed to load resource: the server responded with a status of 429 () @ https://us5.datadoghq.com/api/v2/embed_query/timeseries:0
[   99269ms] [WARNING] The resource https://a3feb6937be18301.client.protect.clerk.com/ins_2PiQqkvRQeepwGvkV1YD8Aot5zR/loader.js was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://openrouter.ai/openai/gpt-5.6-sol#pricing:0
[  104928ms] [ERROR] Failed to load resource: the server responded with a status of 429 () @ https://us5.datadoghq.com/api/v2/embed_query/timeseries:0
[  107925ms] [ERROR] Failed to load resource: the server responded with a status of 429 () @ https://us5.datadoghq.com/api/v2/embed_query/timeseries:0
[  108028ms] [ERROR] Failed to load resource: the server responded with a status of 429 () @ https://us5.datadoghq.com/api/v2/embed_query/timeseries:0
[  110378ms] [ERROR] Failed to load resource: the server responded with a status of 429 () @ https://us5.datadoghq.com/api/v2/embed_query/timeseries:0
[  111039ms] [ERROR] Failed to load resource: the server responded with a status of 429 () @ https://us5.datadoghq.com/api/v2/embed_query/timeseries:0
[  115618ms] [ERROR] Failed to load resource: the server responded with a status of 429 () @ https://us5.datadoghq.com/api/v2/embed_query/timeseries:0
[  115784ms] [ERROR] Failed to load resource: the server responded with a status of 429 () @ https://us5.datadoghq.com/api/v2/embed_query/timeseries:0
[  121210ms] [WARNING] The resource https://a3feb6937be18301.client.protect.clerk.com/ins_2PiQqkvRQeepwGvkV1YD8Aot5zR/loader.js was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://openrouter.ai/openai/gpt-5.6-sol#pricing:0
[  124089ms] [ERROR] Failed to load resource: the server responded with a status of 429 () @ https://us5.datadoghq.com/api/v2/embed_query/timeseries:0
[  124903ms] [ERROR] Failed to load resource: the server responded with a status of 429 () @ https://us5.datadoghq.com/api/v2/embed_query/timeseries:0
[  127904ms] [WARNING] The resource https://a3feb6937be18301.client.protect.clerk.com/ins_2PiQqkvRQeepwGvkV1YD8Aot5zR/loader.js was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://openrouter.ai/openai/gpt-5.6-sol#pricing:0
[  141155ms] [ERROR] Failed to load resource: the server responded with a status of 429 () @ https://us5.datadoghq.com/api/v2/embed_query/timeseries:0
[  141581ms] [ERROR] Failed to load resource: the server responded with a status of 429 () @ https://us5.datadoghq.com/api/v2/embed_query/timeseries:0
[  144583ms] [WARNING] The resource https://a3feb6937be18301.client.protect.clerk.com/ins_2PiQqkvRQeepwGvkV1YD8Aot5zR/loader.js was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://openrouter.ai/openai/gpt-5.6-sol#pricing:0
[  148002ms] [ERROR] Failed to load resource: the server responded with a status of 429 () @ https://us5.datadoghq.com/api/v2/embed_query/timeseries:0
[  148004ms] [ERROR] Failed to load resource: the server responded with a status of 429 () @ https://us5.datadoghq.com/api/v2/embed_query/timeseries:0
[  150957ms] [ERROR] Failed to load resource: the server responded with a status of 429 () @ https://us5.datadoghq.com/api/v2/embed_query/timeseries:0
[  151186ms] [ERROR] Failed to load resource: the server responded with a status of 429 () @ https://us5.datadoghq.com/api/v2/embed_query/timeseries:0
[  155601ms] [ERROR] Failed to load resource: the server responded with a status of 429 () @ https://us5.datadoghq.com/api/v2/embed_query/timeseries:0
[  156101ms] [ERROR] Failed to load resource: the server responded with a status of 429 () @ https://us5.datadoghq.com/api/v2/embed_query/timeseries:0
[  159103ms] [WARNING] The resource https://a3feb6937be18301.client.protect.clerk.com/ins_2PiQqkvRQeepwGvkV1YD8Aot5zR/loader.js was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://openrouter.ai/openai/gpt-5.6-sol#pricing:0
[  164379ms] [ERROR] Failed to load resource: the server responded with a status of 429 () @ https://us5.datadoghq.com/api/v2/embed_query/timeseries:0
[  164727ms] [ERROR] Failed to load resource: the server responded with a status of 429 () @ https://us5.datadoghq.com/api/v2/embed_query/timeseries:0
[  167729ms] [WARNING] The resource https://a3feb6937be18301.client.protect.clerk.com/ins_2PiQqkvRQeepwGvkV1YD8Aot5zR/loader.js was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://openrouter.ai/openai/gpt-5.6-sol#pricing:0
[  167964ms] [ERROR] Failed to load resource: the server responded with a status of 429 () @ https://us5.datadoghq.com/api/v2/embed_query/timeseries:0
[  170676ms] [ERROR] Failed to load resource: the server responded with a status of 429 () @ https://us5.datadoghq.com/api/v2/embed_query/timeseries:0
[  175835ms] [ERROR] Failed to load resource: the server responded with a status of 429 () @ https://us5.datadoghq.com/api/v2/embed_query/timeseries:0
[  183918ms] [WARNING] The resource https://a3feb6937be18301.client.protect.clerk.com/ins_2PiQqkvRQeepwGvkV1YD8Aot5zR/loader.js was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://openrouter.ai/openai/gpt-5.6-sol#pricing:0
[  184988ms] [ERROR] Failed to load resource: the server responded with a status of 429 () @ https://us5.datadoghq.com/api/v2/embed_query/timeseries:0
[  187989ms] [WARNING] The resource https://a3feb6937be18301.client.protect.clerk.com/ins_2PiQqkvRQeepwGvkV1YD8Aot5zR/loader.js was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://openrouter.ai/openai/gpt-5.6-sol#pricing:0
[  201607ms] [ERROR] Failed to load resource: the server responded with a status of 429 () @ https://us5.datadoghq.com/api/v2/embed_query/timeseries:0
[  204610ms] [WARNING] The resource https://a3feb6937be18301.client.protect.clerk.com/ins_2PiQqkvRQeepwGvkV1YD8Aot5zR/loader.js was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://openrouter.ai/openai/gpt-5.6-sol#pricing:0
[  207836ms] [ERROR] Failed to load resource: the server responded with a status of 429 () @ https://us5.datadoghq.com/api/v2/embed_query/timeseries:0
[  210639ms] [ERROR] Failed to load resource: the server responded with a status of 429 () @ https://us5.datadoghq.com/api/v2/embed_query/timeseries:0
[  213644ms] [WARNING] The resource https://a3feb6937be18301.client.protect.clerk.com/ins_2PiQqkvRQeepwGvkV1YD8Aot5zR/loader.js was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://openrouter.ai/openai/gpt-5.6-sol#pricing:0
[  215308ms] [ERROR] Failed to load resource: the server responded with a status of 429 () @ https://us5.datadoghq.com/api/v2/embed_query/timeseries:0
[  218311ms] [WARNING] The resource https://a3feb6937be18301.client.protect.clerk.com/ins_2PiQqkvRQeepwGvkV1YD8Aot5zR/loader.js was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://openrouter.ai/openai/gpt-5.6-sol#pricing:0
[  223910ms] [ERROR] Failed to load resource: the server responded with a status of 429 () @ https://us5.datadoghq.com/api/v2/embed_query/timeseries:0
[  226913ms] [WARNING] The resource https://a3feb6937be18301.client.protect.clerk.com/ins_2PiQqkvRQeepwGvkV1YD8Aot5zR/loader.js was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://openrouter.ai/openai/gpt-5.6-sol#pricing:0
[  227932ms] [ERROR] Failed to load resource: the server responded with a status of 429 () @ https://us5.datadoghq.com/api/v2/embed_query/timeseries:0
[  227937ms] [ERROR] Failed to load resource: the server responded with a status of 429 () @ https://us5.datadoghq.com/api/v2/embed_query/timeseries:0
[  230463ms] [ERROR] Failed to load resource: the server responded with a status of 429 () @ https://us5.datadoghq.com/api/v2/embed_query/timeseries:0
[  231204ms] [ERROR] Failed to load resource: the server responded with a status of 429 () @ https://us5.datadoghq.com/api/v2/embed_query/timeseries:0
[  234212ms] [WARNING] The resource https://a3feb6937be18301.client.protect.clerk.com/ins_2PiQqkvRQeepwGvkV1YD8Aot5zR/loader.js was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://openrouter.ai/openai/gpt-5.6-sol#pricing:0
[  235385ms] [ERROR] Failed to load resource: the server responded with a status of 429 () @ https://us5.datadoghq.com/api/v2/embed_query/timeseries:0
[  235766ms] [ERROR] Failed to load resource: the server responded with a status of 429 () @ https://us5.datadoghq.com/api/v2/embed_query/timeseries:0
[  243846ms] [ERROR] Failed to load resource: the server responded with a status of 429 () @ https://us5.datadoghq.com/api/v2/embed_query/timeseries:0
[  244514ms] [ERROR] Failed to load resource: the server responded with a status of 429 () @ https://us5.datadoghq.com/api/v2/embed_query/timeseries:0
[  247516ms] [WARNING] The resource https://a3feb6937be18301.client.protect.clerk.com/ins_2PiQqkvRQeepwGvkV1YD8Aot5zR/loader.js was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://openrouter.ai/openai/gpt-5.6-sol#pricing:0
[  261304ms] [ERROR] Failed to load resource: the server responded with a status of 429 () @ https://us5.datadoghq.com/api/v2/embed_query/timeseries:0
[  261676ms] [ERROR] Failed to load resource: the server responded with a status of 429 () @ https://us5.datadoghq.com/api/v2/embed_query/timeseries:0
[  264678ms] [WARNING] The resource https://a3feb6937be18301.client.protect.clerk.com/ins_2PiQqkvRQeepwGvkV1YD8Aot5zR/loader.js was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://openrouter.ai/openai/gpt-5.6-sol#pricing:0
[  267836ms] [ERROR] Failed to load resource: the server responded with a status of 429 () @ https://us5.datadoghq.com/api/v2/embed_query/timeseries:0
